분류,강의명,난이도,가격(현재가격),가격(원래가격),총소요시간,강의소개,출처
ASP.NET Core,Observabilidad de Microservicios .NET 7 con OpenTelemetry,모든 수준,"₩17,000","₩23,000",,"What you'll learn
Fundamentos de Observabilidad de Microservicios.
Tipos de Instrumentación de Microservicios.
Fundamentos de OpenTelemetry.
Instalación de OpenTelemetry Collector
Instalación y Configuración de herramientas de Observabilidad como Prometheus, Grafana, Jaeger, Zipkin, Loki entre otros back-end de Observabilidad.
Instrumentación automática de Logging, Tracing y Metrics en Aplicaciones ASP NET Core 7.
Creación de Dashboards personalizados en Grafana para visualizar Telemetría (Logging, Tracing y Metrics).",https://www.udemy.com/course/opentelemetry/
Django,Curso de Django com OpenAI/ChatGPT,초급자,"₩17,000","₩23,000",,"What you'll learn
Introdução ao Django
Introdução a programação com Python
Conexão com a OpenAI
Geração e correção de código fonte utilizando I.A.
Interações de tema geral com a OpenAI",https://www.udemy.com/course/curso-de-django-com-openai-chatgpt/
WordPress,ทำเว็บโรงแรม รีสอทร์ ห้องพัก ด้วย WordPRess Elementor Pro,모든 수준,"₩19,000","₩25,000",,"What you'll learn
การสร้างเว็บแนะนำห้องพัก โรงแรม รีสอร์ท และที่ท่องเที่ยวได้ง่ายๆ
สร้างเว็บ WordPrees ด้วยตัวเองได้ง่ายๆ พร้อมตัวอย่าง และไฟล์ประกอบ",https://www.udemy.com/course/wordpress-elementor-pro/
Node.Js,阿里云服务器-nodejs项目部署+nginx配置+前端项目打包,모든 수준,"₩19,000","₩25,000",,"What you'll learn
学习如何在阿里云服务器上部署nodejs的项目",https://www.udemy.com/course/nodejsnginx/
Software Development,Criação de site profissional utilizando templates,초급자,"₩17,000","₩23,000",,"What you'll learn
Construir sites profissionais
Construir sites responsivos
Utilizar e modificar templates
Hospedar sites na internet",https://www.udemy.com/course/criacao-de-site-profissional-utilizando-templates/
WordPress,ทำเว็บโรงแรม รีสอทร์ ห้องพัก ด้วย WordPRess Elementor Pro,모든 수준,"₩19,000","₩25,000",,"What you'll learn
การสร้างเว็บแนะนำห้องพัก โรงแรม รีสอร์ท และที่ท่องเที่ยวได้ง่ายๆ
สร้างเว็บ WordPrees ด้วยตัวเองได้ง่ายๆ พร้อมตัวอย่าง และไฟล์ประกอบ",https://www.udemy.com/course/wordpress-elementor-pro/
PHP,PHP Masterclass,모든 수준,"₩19,000","₩25,000",,"What you'll learn
Linguagem PHP do Básico ao Avançado (100% prático)",https://www.udemy.com/course/php-masterclass/
Front End Web Development,Kariera Frontend Developera. JavaScript. Poziom drugi,중급자,"₩19,000","₩25,000",,"What you'll learn
Dowiesz się, na czym polega synchroniczność w JavaScripcie, jaka jest jej historia oraz przyszłość.
Nauczysz się komunikować z backendem.
Zrozumiesz działanie połączeń pomiędzy klientem a serwerem oraz działanie API.
Uczynisz pierwszy krok w stronę dobrych praktyk projektowych.
Będziesz refaktorować aplikacje, tworzyć aplikacje oparte na klasach ES6 i na danych z backendu.
Zaczniesz korzystać z Promise oraz callbacków.
Stworzysz moduły JavaScriptu (ES6 modules).
Zaprzyjaźnisz się z NPM/Yarn, Gitem oraz GitHubem.
Opanujesz zasady optymalizacji kodu i dynamicznej zmiany stylów aplikacji.",https://www.udemy.com/course/kariera-frontend-developera-javascript-poziom-drugi/
Bootstrap,node.js crea un sistema fullstack desde cero hasta el deploy,모든 수준,"₩17,000","₩23,000",,"What you'll learn
Realizar todos elementos necesarios para construir un sistema de registro de usuario con notificación vía email.
Crear una interfaz de login con autenticación empleando JWT para accesar al sistema (panel de control) basado en una plantilla AdminLTE.
Instalar y utilizar las distintas clasesde la librería BOOTSTRAP para resaltar los estilos CSS3 y brindar un comportamiento RESPONSIVE.
Ingresar al módulo User de acuerdo al ROL en donde a través de una tabla DATATABLE manejarás un CRUD con vistas llevadas a cabo con el template engine EJS.",https://www.udemy.com/course/nodejs-crea-un-sistema-fullstack-desde-cero-hasta-el-deploy/
Angular,"Angular, de gatinho a fera!",초급자,"₩17,000","₩23,000",,"What you'll learn
Básicos de Angular
Como construir um app em Angular saindo de um conceito
Como usar Angular materila
Como usar as funções do Angular",https://www.udemy.com/course/angular-ninja/
Web Development,"مختصر الروابط : TypeScript, PostgreSQL, Koa, REST and MVC",중급자,"₩17,000","₩23,000",,"What you'll learn
فهم خدمات اختصار العناوين وفوائدها
التعرف على Typescript, Knex, Koa, JWT, Hashing,
Set up the development environment
إنشاء اتصال بقاعدة البيانات والتحقق منه
Database Migrations
Understand MVP
Objects Validation & Exceptions handling
HTTP Status codes
تمكين المستخدمين من التسجيل في المنصة وتسجيل الدخول
Password Hashing
JWT (JSON Web Token)
Set up Koa server, middlewares, and routers for API handling
Protect your Koa router with authentication middlewares
تجربة التطبيق باستخدام Postman
Show more",https://www.udemy.com/course/url-shortener-nodejs-typescript-koa-postgresql-knex-arabic/
CSS Flexbox,CSS Flexbox - Flexible Box Layout,중급자,"₩17,000","₩23,000",,"What you'll learn
Em quais contextos utilizar o Flexbox.
Utilizar o Flexbox para criação de interfaces responsivas.
Dominar o conceito e a técnica de por trás dos Flex Containers.
Dominar o conceito e a técnica de por trás dos Flex Items.",https://www.udemy.com/course/css-flexbox-flexible-box-layout/
.NET,Criando minha primeira API REST,모든 수준,"₩17,000","₩23,000",,"What you'll learn
Aprender o conceito de API REST de uma forma simples.
Aprender a testar a API criada durante o curso com Testes Unitários.
Aprender como expor as informações da sua API de forma simples com uma ferramenta chamada Swagger.
Você vai aprender tudo isso de uma forma simples e didática que desde o início vai ser voltada para um lado mais profissional.",https://www.udemy.com/course/criando-minha-primeira-api-rest/
ASP.NET Core,ASP.NET Core From 0 to Hero [Arabic],모든 수준,"₩17,000","₩23,000",,"What you'll learn
Fundamentals of ASP NET Core الاساسيات
Middleware الوسائط
Routing الروابط
Working with MVC Pattern نمط
Login & Signup using Entity framework Core, Identity عمليات تسجيل التعرف وادارة المستخدمين
Deploy your project تصدير المشروع
Hoisting your project استضافة المشروع
Create Full Poroject from 0 to publish on hosting مشروع متكامل من الصفر الى حد الاطلاق",https://www.udemy.com/course/aspnet-core-from-0-to-hero-arabic/
Leaflet,Leaflet: Crea mapas interactivos para la web,모든 수준,"₩17,000","₩23,000",,"What you'll learn
Crear mapas interactivos
Instalación de plugins para Leaflet
Leer documentación y utilizarla para implementar una lógica
Entender los conceptos de Leaflet para la implementación de sus diferentes funciones
Geocodificar
Ruteo",https://www.udemy.com/course/leaflet-crea-mapas-interactivos-para-la-web/
HTML5,HTML lernen in 2h - schnell & einfach zum HTML5 Profi 2023,초급자,"₩17,000","₩23,000",,"What you'll learn
Perfektes HTML schreiben können! - Nach den neusten Standards.
Alles wissen was Profi Webdesigner und Entwickler von HTML kennen müssen.
Die Funktion und Aufgabe von HTML grundlegend verstehen.
Webseiten die von Google weit oben angezeigt werden, in HTML anlegen.
Die ersten Schritte zur eigenen Webseite mit Leichtigkeit gehen können.
Wissen mit welchen Tools die Profis arbeiten.",https://www.udemy.com/course/html-html5/
Gulp JS,Планировщик задач Gulp,초급자,"₩17,000","₩23,000",,"What you'll learn
Планировщик задач Gulp
Работа с NPM
Подключение плагинов Node JS
Командная строка
Настройка сборщика проекта Gulpfile",https://www.udemy.com/course/gulp-itd/
Web Development,WordPress Master class 2023 + Ecommerce + Hacks y Trucos,초급자,"₩17,000","₩23,000",,"What you'll learn
Crear un sitio web profesional o blog para uso personal o de tu empresa
Reservar el nombre para tu página web (dominio)
Reservar el servidor o hosting para tu página web
Aprender los puntos claves para el correcto manejo de wordpress
Ir paso a paso desarrollando un portal web de cero a 100% online
Cómo mejorar tu página para posicionarla de primera en Google
Lista de los mejores plugins que podrán convertir tu portal en una herramienta de ventas
Convertir tu página web en un ECommerce
Convertir tu web en una comunidad",https://www.udemy.com/course/wordpress-master-class/
JavaScript,Sıfırdan JavaScript Öğrenelim,모든 수준,"₩17,000","₩23,000",,"What you'll learn
JavaScript nedir ve nasıl çalışır öğrenelim
JavaScript Functions'ları öğrenelim
JavaScript ile Async yapıları kurmayı öğrenelim
JavaScript ile örnek proje yapalım",https://www.udemy.com/course/sifirdan-javascript-ogrenelim/
Django,พัฒนาระบบร้านค้าออนไลน์ด้วย Django Framework (E-Commerce),중급자,"₩17,000","₩23,000",,"What you'll learn
เรียนรู้การสร้างระบบจัดการคลังสินค้า
เรียนรู้การสร้างระบบสมาชิก (Register & Login)
เรียนรู้การสร้างระบบหมายเลขหน้า (Pagination)
เรียนรู้การสร้างระบบตะกร้าสินค้า (Cart)
เรียนรู้การสร้างระบบสั่งซื้อสินค้า (Order)
เรียนรู้การสร้างระบบเก็บประวัติการสั่งซื้อสินค้า (Order History)",https://www.udemy.com/course/django-framework-e-commerce/
Django,Django Kompaktkurs - Webentwicklung mit Django in Python,초급자,"₩17,000","₩23,000",,"What you'll learn
Lerne, wie Python für die Webentwicklung mit Django verwendet werden kann
Erfahre wie man Modelle, Views und Templates in Django erstellt
Lerne das Admin-Panel in Django kennen
Durch praxisnahe Quizze verfestigst du dein gelerntes Wissen",https://www.udemy.com/course/webentwicklung-mit-django/
Vue JS,Kurs Vue.js Techniki Zaawansowane,중급자,"₩109,000",,,"What you'll learn
Zaawansowane techniki pracy z Vue JS
Zarządzanie stanem aplikacji z VueX
Praca z danymi z użyciem axios
Praca z wieloplikowymi komponentami
Routing z użyciem vue-router
Techniki walidacji formularzy
Masa przydatnych wskazówek",https://www.udemy.com/course/vuejs-techniki-zaawansowane/
NestJS,Node.js do básico ao avançado com JS e TS [2023],모든 수준,"₩17,000","₩23,000",,"What you'll learn
API Restful
Express 4 e 5
Padrão de projeto utilizando Eslint e Prettier
Padrão MVC no backend
Banco de dados postgresql no Docker
NodeJS com javascript e typescript
Tratamento de exceções
Autenticação com token JWT
Criação de middleware para tratar erros e autenticação
Prisma Orm e TypeORM
Criação de projeto Nest
Show more",https://www.udemy.com/course/nodejs-do-basico-ao-avancado-com-js-e-ts/
ASP.NET MVC,WebSocket en Asp .Net Core crea aplicaciones en tiempo real,모든 수준,"₩17,000","₩23,000",,"What you'll learn
Crear un servidor web socket en Asp .net core
Conectarnos desde nuestra aplicación web a nuestro web socket
Notificar a los clientes conectados a nuestro web socket
Conectarnos a una base de datos usando Entity Framework
Crear un mantenimiento en tiempo real
Guardar , Actualizar y eliminar archivos en tiempo real
Galería de imágenes en tiempo real
Crear un chat en tiempo real desde cero
Crear un Visor de imágenes en tiempo real
Crear un árbol de directorio en tiempo",https://www.udemy.com/course/websockets-en-asp-net-core-crea-aplicaciones-en-tiempo-real/
Git,ゼロから理解する Git Github,초급자,"₩17,000","₩23,000",,"What you'll learn
Gitの役割を学びます
Gitの活用方法を学びます
Githubを使った複数人開発を学びます
Gitの詳しいアルゴリズムを理解します",https://www.udemy.com/course/git-with-github-crash-course/
Angular,Aprende a crear una red social con STACK MEAN y Sockets.,초급자,"₩17,000","₩23,000",,"What you'll learn
Implementación de SocketIO para interacciones real time.
Envio segmentado de notificaciones.
Manejo optimo de peticiones usando Express y Node.
Recomendaciones y charlas de experiencia propia en todo el programa.",https://www.udemy.com/course/aprende-a-crear-una-red-social-con-stack-mean-y-sockets/
CSS,"Build tesla clone using HTML,CSS | In Tamil",중급자,"₩23,000",,,"What you'll learn
Learn HTML CSS
Learn how to design a layout of website
Learn CSS Flex animation
Learn BEM CSS class naming",https://www.udemy.com/course/tesla-clone-in-tamil/
